JobStartDate,MachineNumber,JobID,ProductID,Quantity,MachineCoveragePercentage,NumMainA,SecondsMainA,NumMainB,SecondsMainB,NumMainC,SecondsMainC,JobRuntime
,4,JX000063,PX000038,161,3,4,0,4,87,0,0,263
,5,JX000063,PX000038,160,3,6,3,5,73,0,0,298
,6,JX000063,PX000038,167,4,2,4,4,174,0,0,277
,7,JX000063,PX000038,4,0,0,0,0,0,0,0,0
,8,JX000063,PX000038,690,8,58,64,22,227,0,0,1136
,9,JX000063,PX000038,182,6,14,9,4,250,0,0,295
,10,JX000063,PX000038,90,3,3,2,0,0,0,0,358
,11,JX000063,PX000038,30,2,2,0,3,3,0,0,92
,12,JX000063,PX000038,49,4,2,2,7,12,0,0,155
,13,JX000063,PX000038,85,7,4,16,21,68,0,0,319
,14,JX000063,PX000038,31,2,0,0,3,5,0,0,105
,15,JX000063,PX000038,300,4,1,1,10,34,0,0,454
,16,JX000063,PX000038,115,2,122,433,20,431,0,0,282
,17,JX000063,PX000038,132,4,6,5,2,31,0,0,261
,18,JX000063,PX000038,127,3,17,20,3,59,0,0,197
,19,JX000063,PX000038,195,5,10,9,4,192,0,0,325
,20,JX000063,PX000038,164,3,27,14,3,153,0,0,269
,21,JX000063,PX000038,200,4,56,169,6,81,0,0,427
,22,JX000063,PX000038,345,3,53,309,57,175,0,0,835
,23,JX000063,PX000038,208,3,1,0,1,62,0,0,384
,24,JX000063,PX000038,31,2,1,0,1,2,0,0,96
,25,JX000063,PX000038,143,6,2,0,1,8,0,0,280
,26,JX000063,PX000038,69,4,0,0,0,0,0,0,160
,27,JX000063,PX000038,77,7,5,4,5,312,0,0,194
,28,JX000063,PX000038,45,3,4,33,10,64,0,0,146
,29,JX000063,PX000038,239,7,6,6,3,33,0,0,389
,30,JX000063,PX000038,209,7,2,19,2,48,0,0,310
,31,JX000063,PX000038,460,3,28,130,33,328,0,0,667
,32,JX000063,PX000038,300,7,6,2,1,0,0,0,487
,33,JX000063,PX000038,40,2,3,7,5,24,0,0,117
,34,JX000063,PX000038,42,3,11,20,10,207,0,0,206
,35,JX000063,PX000038,259,2,3,10,6,13,8,23,461
,36,JX000063,PX000038,36,3,2,6,1,2,0,0,129
,37,JX000063,PX000038,436,3,13,18,18,958,38,1041,1336
,38,JX000063,PX000038,165,4,7,28,2,6,26,191,552
,39,JX000063,PX000038,142,1,19,69,7,34,19,41,524
,40,JX000063,PX000038,78,1,10,13,2,3,31,135,224
,41,JX000063,PX000038,174,2,17,52,35,300,50,1039,678
,42,JX000063,PX000038,150,2,32,241,6,7,31,112,425
,43,JX000063,PX000038,148,3,11,48,5,72,10,50,406
,44,JX000063,PX000038,87,1,10,126,4,79,36,1397,342
,45,JX000063,PX000038,96,2,6,5,7,16,28,156,443
,46,JX000063,PX000038,145,2,12,29,6,27,44,440,428
,47,JX000063,PX000038,431,7,2,4,5,197,0,0,591
,48,JX000063,PX000038,123,7,11,202,7,24,0,0,365
,49,JX000063,PX000038,449,5,3,4,8,40,0,0,788
,50,JX000063,PX000038,666,14,63,420,24,376,0,0,1596
,51,JX000063,PX000038,162,3,5,5,8,158,0,0,475
,52,JX000063,PX000038,39,3,5,5,9,270,0,0,155
,53,JX000063,PX000038,73,2,2,5,3,79,0,0,204
,54,JX000063,PX000038,296,5,49,142,12,113,0,0,710
,55,JX000063,PX000038,150,3,19,250,23,558,0,0,418
,56,JX000063,PX000038,67,2,0,0,10,234,0,0,194
,57,JX000063,PX000038,515,6,18,24,7,15,0,0,832
,58,JX000063,PX000038,155,4,0,0,1,1,0,0,214
,59,JX000063,PX000038,27,4,1,0,0,0,0,0,42
,60,JX000063,PX000038,83,4,6,8,1,98,0,0,147
,61,JX000063,PX000038,179,3,2,1,22,775,6,22,365
,62,JX000063,PX000038,25,0,15,118,6,9,0,0,80
,63,JX000063,PX000038,23,0,1,1,0,0,2,1411,50
,64,JX000063,PX000038,31,0,0,0,8,134,0,0,80
,65,JX000063,PX000038,32,1,4,4,0,0,0,0,185
,66,JX000063,PX000038,44,0,3,19,0,0,0,0,98
,67,JX000063,PX000038,212,1,9,14,2,3,0,0,293
,68,JX000063,PX000038,61,1,2,3,17,63,0,0,128
,69,JX000063,PX000038,139,4,20,19,7,113,0,0,268
,70,JX000063,PX000038,50,3,11,5,1,4,0,0,110
,     ,JX000063,PX000038,11946,3,888,3312,631,8488,329,6057,26555
23/12/2017 19:03,1,JX000064,PX000015,710,65,156,521,65,503,0,0,2498
06/01/2018 21:44,1,JX000065,PX000015,789,68,100,492,82,496,0,0,2780
18/01/2018 19:26,1,JX000066,PX000015,829,65,208,711,81,493,0,0,2921
21/01/2018 22:15,1,JX000067,PX000015,806,72,95,326,70,591,0,0,2835
11/01/2018 18:07,1,JX000068,PX000015,810,68,138,645,70,417,0,0,2845
14/01/2018 16:14,1,JX000069,PX000015,836,74,93,434,69,355,0,0,2937
26/01/2018 05:44,1,JX000070,PX000015,804,70,73,416,98,660,0,0,2715
28/01/2018 22:23,1,JX000071,PX000015,833,69,103,519,94,464,0,0,2805
02/02/2018 03:08,1,JX000072,PX000015,824,71,98,505,68,321,0,0,2845
04/02/2018 22:06,1,JX000073,PX000015,810,76,61,328,60,426,0,0,2926
08/02/2018 20:34,1,JX000074,PX000015,797,73,69,314,73,651,0,0,2894
11/02/2018 14:33,1,JX000075,PX000015,858,79,70,255,81,503,0,0,3099
15/02/2018 15:42,1,JX000076,PX000003,832,81,73,285,49,276,0,0,2940
18/02/2018 04:12,1,JX000077,PX000003,801,76,104,374,50,243,0,0,2811
22/02/2018 02:08,1,JX000078,PX000003,806,81,104,337,31,218,0,0,2709
24/02/2018 10:00,1,JX000079,PX000003,836,75,80,346,58,386,0,0,2804
28/02/2018 18:32,1,JX000080,PX000003,800,71,152,716,46,280,0,0,2683
03/03/2018 09:44,1,JX000081,PX000003,837,72,143,525,67,438,0,0,2904
07/03/2018 11:10,1,JX000082,PX000003,788,66,147,806,70,506,0,0,2727
10/03/2018 08:26,1,JX000083,PX000003,858,65,197,800,54,359,0,0,3002
14/03/2018 21:37,1,JX000084,PX000003,787,75,169,673,14,45,0,0,2697
17/03/2018 09:51,1,JX000085,PX000003,850,75,148,530,21,191,0,0,2901
21/03/2018 09:33,1,JX000086,PX000003,787,74,124,507,47,216,0,0,2721
23/03/2018 22:39,1,JX000087,PX000003,850,79,56,196,65,436,0,0,2936
30/03/2018 06:47,1,JX000088,PX000003,835,72,67,353,62,413,0,0,2806
27/03/2018 09:49,1,JX000089,PX000003,805,77,80,322,49,307,0,0,2633
02/04/2018 03:03,1,JX000090,PX000003,842,77,57,211,90,510,0,0,2828
06/04/2018 04:30,1,JX000091,PX000003,794,71,87,444,78,416,0,0,2595
08/04/2018 20:02,1,JX000092,PX000003,861,70,100,434,72,392,0,0,2813
12/04/2018 21:26,1,JX000093,PX000003,772,74,114,425,74,333,0,0,2526
19/04/2018 17:47,1,JX000094,PX000003,791,79,79,303,58,323,0,0,2589
22/04/2018 00:13,1,JX000095,PX000003,845,75,99,419,43,229,0,0,2757
28/04/2018 16:46,1,JX000096,PX000003,795,80,87,317,29,193,0,0,2457
26/04/2018 07:19,1,JX000097,PX000003,816,78,110,487,27,147,0,0,2616
01/05/2018 13:38,1,JX000098,PX000003,843,89,55,140,23,118,0,0,2601
11/05/2018 16:18,1,JX000099,PX000015,795,81,66,273,49,280,0,0,2896
04/05/2018 05:04,1,JX000100,PX000001,802,71,109,392,130,716,0,0,2998
07/05/2018 03:09,1,JX000101,PX000001,817,70,115,464,96,716,0,0,3057
14/05/2018 04:13,1,JX000102,PX000015,838,66,264,1077,44,131,0,0,2816
24/05/2018 06:21,1,JX000103,PX000001,808,60,188,733,215,1133,0,0,3035
18/05/2018 12:47,1,JX000104,PX000001,806,45,313,1285,197,1070,0,0,2915
27/05/2018 20:11,1,JX000105,PX000001,819,57,200,702,60,375,0,0,3202
02/06/2018 08:09,1,JX000106,PX000001,818,78,85,358,60,376,0,0,3213
07/06/2018 07:24,1,JX000107,PX000001,801,80,71,315,85,470,0,0,3157
10/06/2018 01:21,1,JX000108,PX000001,824,79,90,312,70,523,0,0,3341
20/06/2018 11:45,1,JX000109,PX000001,850,78,43,213,116,732,0,0,3465
15/06/2018 08:57,1,JX000110,PX000001,787,71,60,318,121,765,0,0,3193
28/06/2018 18:54,1,JX000111,PX000001,822,77,40,223,84,670,0,0,3341
23/06/2018 15:15,1,JX000112,PX000001,804,58,35,177,95,535,0,0,3266
02/07/2018 03:32,1,JX000113,PX000001,877,68,31,124,117,720,0,0,3549
08/07/2018 09:00,1,JX000114,PX000001,442,54,16,48,45,339,0,0,1803
12/07/2018 05:41,1,JX000115,PX000003,803,92,19,106,18,127,0,0,3266
14/07/2018 16:42,1,JX000116,PX000003,823,72,29,112,8,66,0,0,3340
18/02/2018 12:09,2,JX000117,PX000039,100,82,1,6,1,18,0,0,126
08/01/2018 05:43,2,JX000118,PX000040,383,76,35,201,18,85,0,0,1079
30/01/2018 11:37,2,JX000119,PX000041,312,65,4,9,15,129,0,0,395
13/01/2018 18:41,2,JX000120,PX000042,383,53,28,147,29,786,0,0,1086
19/01/2018 16:22,2,JX000121,PX000043,205,43,25,198,13,193,0,0,310
01/02/2018 15:38,2,JX000122,PX000044,488,62,3,10,19,250,0,0,631
18/01/2018 11:02,2,JX000123,PX000045,145,48,22,87,39,242,0,0,302
11/01/2018 15:22,2,JX000124,PX000046,763,70,58,394,65,414,0,0,2166
20/01/2018 15:11,2,JX000125,PX000047,307,49,3,6,11,457,0,0,471
02/02/2018 08:32,2,JX000126,PX000048,451,69,0,0,11,238,0,0,692
14/02/2018 19:36,2,JX000127,PX000049,347,66,3,14,8,176,0,0,447
08/02/2018 03:11,2,JX000128,PX000050,766,60,9,36,31,443,0,0,988
09/02/2018 06:31,2,JX000129,PX000051,762,74,9,56,22,158,0,0,978
25/01/2018 09:19,2,JX000130,PX000052,746,61,76,382,28,164,0,0,964
02/03/2018 12:35,2,JX000131,PX000053,413,81,1,24,10,90,0,0,629
19/01/2018 00:32,2,JX000132,PX000054,446,72,4,7,18,212,0,0,684
24/01/2018 21:45,2,JX000133,PX000055,330,72,3,28,11,105,0,0,502
22/01/2018 06:45,2,JX000134,PX000056,407,32,36,99,20,188,0,0,626
09/03/2018 13:43,2,JX000135,PX000057,367,69,5,61,13,141,0,0,564
17/02/2018 03:40,2,JX000136,PX000058,320,73,12,17,11,129,0,0,487
07/02/2018 13:56,2,JX000137,PX000059,342,68,4,8,9,108,0,0,440
17/01/2018 12:40,2,JX000138,PX000060,400,52,23,226,7,229,0,0,533
31/01/2018 09:43,2,JX000139,PX000061,770,77,4,12,13,181,0,0,1183
21/01/2018 07:19,2,JX000140,PX000062,372,41,14,73,21,724,0,0,572
23/02/2018 00:19,2,JX000141,PX000063,282,57,3,22,10,224,0,0,361
15/01/2018 04:43,2,JX000142,PX000064,204,17,27,89,12,99,0,0,261
27/01/2018 14:07,2,JX000143,PX000028,23,36,0,0,5,106,0,0,59
01/02/2018 11:20,2,JX000144,PX000028,22,24,0,0,1,165,0,0,52
28/01/2018 15:45,2,JX000145,PX000065,784,80,5,66,20,130,0,0,1195
20/01/2018 04:16,2,JX000146,PX000066,246,57,18,35,28,216,0,0,375
03/02/2018 01:50,2,JX000147,PX000067,654,84,6,31,11,123,0,0,999
27/01/2018 16:51,2,JX000148,PX000068,766,72,9,70,23,168,0,0,986
15/02/2018 06:53,2,JX000149,PX000069,348,74,4,14,5,90,0,0,445
26/01/2018 12:14,2,JX000150,PX000070,377,37,12,76,13,881,0,0,574
21/02/2018 15:46,2,JX000151,PX000071,327,62,6,16,8,199,0,0,502
25/03/2018 15:05,2,JX000152,PX000072,271,57,9,50,20,192,0,0,346
17/02/2018 16:09,2,JX000153,PX000073,510,67,6,17,10,353,0,0,781
10/02/2018 23:12,2,JX000154,PX000074,773,76,2,46,14,158,0,0,994
10/02/2018 05:49,2,JX000155,PX000075,560,68,6,15,12,244,0,0,713
11/02/2018 20:58,2,JX000156,PX000076,767,41,8,27,24,173,0,0,979
04/02/2018 01:10,2,JX000157,PX000077,452,76,3,4,6,180,0,0,697
18/02/2018 16:35,2,JX000158,PX000078,770,40,6,88,18,251,0,0,994
04/02/2018 16:32,2,JX000159,PX000079,521,31,16,126,48,261,0,0,666
16/02/2018 05:44,2,JX000160,PX000050,766,83,5,20,21,104,0,0,987
15/02/2018 16:51,2,JX000161,PX000039,280,47,2,1,7,354,0,0,356
01/03/2018 00:43,2,JX000162,PX000080,336,76,0,0,8,143,0,0,515
03/03/2018 15:23,2,JX000163,PX000081,531,70,3,23,22,302,0,0,821
22/02/2018 07:30,2,JX000164,PX000054,490,78,2,1,12,150,0,0,753
28/02/2018 09:02,2,JX000165,PX000082,420,69,4,54,5,220,0,0,646
24/02/2018 19:53,2,JX000166,PX000048,489,73,4,6,11,104,0,0,751
23/02/2018 10:50,2,JX000167,PX000083,345,69,11,35,11,144,0,0,442
25/02/2018 14:38,2,JX000168,PX000077,464,39,11,93,7,90,0,0,705
04/03/2018 10:54,2,JX000169,PX000074,565,62,9,69,21,158,0,0,719
23/02/2018 21:32,2,JX000170,PX000078,775,75,9,52,26,187,0,0,1000
04/04/2018 08:36,2,JX000171,PX000075,277,56,2,7,4,245,0,0,356
08/03/2018 15:29,2,JX000172,PX000066,496,62,3,50,14,318,0,0,759
03/03/2018 02:42,2,JX000173,PX000084,324,77,1,1,5,103,0,0,500
08/04/2018 05:32,2,JX000174,PX000085,323,78,1,0,10,126,0,0,498
01/03/2018 12:02,2,JX000175,PX000051,768,67,11,52,49,355,0,0,991
20/04/2018 16:58,2,JX000176,PX000086,279,54,3,4,7,119,0,0,356
02/05/2018 11:35,2,JX000177,PX000087,322,71,1,11,5,138,0,0,495
17/03/2018 06:58,2,JX000178,PX000073,495,73,7,48,13,160,0,0,757
12/04/2018 04:45,2,JX000179,PX000088,345,73,2,10,7,100,0,0,445
07/04/2018 18:51,2,JX000180,PX000089,274,67,3,22,11,106,0,0,350
04/03/2018 11:07,2,JX000181,PX000068,773,76,5,14,22,90,0,0,998
21/03/2018 12:11,2,JX000182,PX000090,340,58,2,26,17,241,0,0,439
15/03/2018 12:22,2,JX000183,PX000091,578,80,4,11,12,173,0,0,889
04/03/2018 11:27,2,JX000184,PX000067,435,37,4,3,13,177,0,0,652
07/03/2018 21:13,2,JX000185,PX000043,370,52,2,9,13,494,0,0,569
10/03/2018 05:16,2,JX000186,PX000092,369,70,5,8,8,150,0,0,468
14/03/2018 19:31,2,JX000187,PX000077,458,69,3,4,7,236,0,0,697
22/03/2018 01:48,2,JX000188,PX000074,696,71,8,113,21,176,0,0,899
23/03/2018 19:11,2,JX000189,PX000070,451,83,3,17,7,93,0,0,689
26/03/2018 02:02,2,JX000190,PX000065,497,37,9,58,8,145,0,0,757
16/03/2018 06:54,2,JX000191,PX000093,324,78,4,8,5,69,0,0,500
12/04/2018 17:23,2,JX000192,PX000079,319,51,3,33,20,290,0,0,409
11/03/2018 15:59,2,JX000193,PX000094,370,76,1,1,18,136,0,0,568
12/03/2018 06:14,2,JX000194,PX000071,366,31,8,28,12,140,0,0,559
19/03/2018 01:25,2,JX000195,PX000095,323,28,0,0,12,115,0,0,484
30/03/2018 13:51,2,JX000196,PX000078,750,59,11,92,24,505,0,0,963
18/03/2018 00:12,2,JX000197,PX000076,768,65,16,66,23,331,0,0,990
30/03/2018 01:46,2,JX000198,PX000096,352,62,1,1,19,232,0,0,449
01/04/2018 07:22,2,JX000199,PX000050,752,43,9,43,20,422,0,0,962
31/03/2018 18:33,2,JX000200,PX000097,342,66,0,0,9,187,0,0,444
25/03/2018 05:24,2,JX000201,PX000098,273,67,1,3,11,121,0,0,347
28/03/2018 21:28,2,JX000202,PX000028,44,53,4,8,7,92,0,0,115
28/03/2018 19:08,2,JX000203,PX000028,24,41,0,0,1,83,0,0,57
19/04/2018 12:57,2,JX000204,PX000049,345,52,8,35,34,237,0,0,443
05/04/2018 11:22,2,JX000205,PX000062,343,69,2,6,12,200,0,0,522
16/03/2018 19:00,2,JX000206,PX000099,332,71,7,38,8,92,0,0,506
22/03/2018 23:18,2,JX000207,PX000054,452,79,2,4,6,99,0,0,694
24/03/2018 11:38,2,JX000208,PX000077,453,73,1,9,17,220,0,0,692
04/04/2018 19:10,2,JX000209,PX000081,486,86,0,0,9,94,0,0,749
27/04/2018 03:40,2,JX000210,PX000100,345,61,5,12,29,242,0,0,445
07/04/2018 00:04,2,JX000211,PX000056,266,36,5,57,13,643,0,0,403
29/03/2018 01:03,2,JX000212,PX000047,322,78,2,14,6,108,0,0,496
14/04/2018 03:44,2,JX000213,PX000074,767,78,8,81,13,32,0,0,989
25/05/2018 22:58,2,JX000214,PX000079,664,75,4,16,17,193,0,0,897
26/04/2018 03:43,2,JX000215,PX000101,342,65,4,27,11,129,0,0,442
29/03/2018 11:38,2,JX000216,PX000092,389,81,5,34,6,56,0,0,499
23/04/2018 02:53,2,JX000217,PX000078,760,40,11,30,22,214,0,0,977
17/05/2018 19:12,2,JX000218,PX000102,343,66,0,0,11,156,0,0,440
08/04/2018 16:10,2,JX000219,PX000070,452,34,1,3,16,205,0,0,689
24/05/2018 08:25,2,JX000220,PX000103,330,75,3,31,7,109,0,0,507
15/04/2018 00:56,2,JX000221,PX000104,328,74,6,59,8,76,0,0,497
26/04/2018 16:26,2,JX000222,PX000072,338,68,4,12,12,122,0,0,436
04/05/2018 01:47,2,JX000223,PX000105,348,67,4,11,10,146,0,0,444
03/05/2018 15:50,2,JX000224,PX000019,340,84,1,1,7,42,0,0,442
11/04/2018 07:44,2,JX000225,PX000052,767,78,9,48,12,142,0,0,990
05/04/2018 23:58,2,JX000226,PX000067,646,69,2,15,16,333,0,0,995
09/06/2018 15:45,2,JX000227,PX000053,329,51,0,0,12,448,0,0,504
21/04/2018 03:56,2,JX000228,PX000023,773,73,5,41,17,254,0,0,993
12/05/2018 16:52,2,JX000229,PX000055,330,66,15,56,15,147,0,0,508
13/04/2018 17:17,2,JX000230,PX000084,310,76,2,3,12,83,0,0,479
28/04/2018 12:40,2,JX000231,PX000089,414,64,2,3,31,257,0,0,535
29/04/2018 04:59,2,JX000232,PX000054,429,62,7,41,10,334,0,0,659
05/05/2018 23:03,2,JX000233,PX000050,772,78,7,55,18,141,0,0,991
27/04/2018 16:20,2,JX000234,PX000083,770,81,4,36,16,146,0,0,990
13/04/2018 06:37,2,JX000235,PX000106,321,85,6,11,8,51,0,0,493
13/05/2018 16:10,2,JX000236,PX000041,360,63,1,3,4,252,0,0,453
29/04/2018 22:42,2,JX000237,PX000039,338,26,2,26,11,63,0,0,424
20/04/2018 03:02,2,JX000238,PX000059,426,66,8,19,21,176,0,0,549
12/05/2018 02:37,2,JX000239,PX000058,322,65,1,2,15,238,0,0,493
22/04/2018 02:44,2,JX000240,PX000094,339,68,1,1,10,161,0,0,512
10/05/2018 15:10,2,JX000241,PX000078,767,70,4,33,26,296,0,0,986
30/06/2018 00:58,2,JX000242,PX000088,347,66,1,13,13,138,0,0,444
11/05/2018 15:01,2,JX000243,PX000080,325,79,2,6,12,98,0,0,499
22/04/2018 15:21,2,JX000244,PX000085,326,72,1,0,13,158,0,0,497
07/06/2018 10:58,2,JX000245,PX000092,455,71,4,7,15,218,0,0,698
10/05/2018 08:56,2,JX000246,PX000107,138,46,5,20,7,171,0,0,173
09/06/2018 05:19,2,JX000247,PX000044,345,76,0,0,5,56,0,0,446
24/05/2018 19:38,2,JX000248,PX000089,350,70,0,0,9,147,0,0,450
02/05/2018 23:14,2,JX000249,PX000108,452,70,3,9,9,229,0,0,696
04/05/2018 13:51,2,JX000250,PX000082,454,81,2,2,12,133,0,0,697
05/05/2018 05:51,2,JX000251,PX000054,452,67,1,1,19,252,0,0,695
23/05/2018 11:23,2,JX000252,PX000074,764,78,2,34,20,111,0,0,984
14/06/2018 20:05,2,JX000253,PX000068,775,65,44,244,23,216,0,0,999
19/05/2018 06:12,2,JX000254,PX000090,350,75,1,6,14,105,0,0,447
13/06/2018 08:02,2,JX000255,PX000051,769,70,21,136,15,161,0,0,990
21/05/2018 04:02,2,JX000256,PX000086,141,12,0,0,5,239,0,0,178
19/05/2018 16:05,2,JX000257,PX000061,783,82,3,5,11,121,0,0,1207
06/06/2018 09:48,2,JX000258,PX000050,765,69,8,30,16,284,0,0,981
08/06/2018 03:22,2,JX000259,PX000049,342,64,6,16,6,147,0,0,441
06/05/2018 20:18,2,JX000260,PX000023,348,52,2,4,13,269,0,0,445
02/06/2018 03:56,2,JX000261,PX000075,141,56,0,0,3,129,0,0,176
07/05/2018 10:28,2,JX000262,PX000059,340,30,6,33,10,41,0,0,435
31/05/2018 18:26,2,JX000263,PX000101,342,63,10,94,18,138,0,0,442
09/05/2018 16:59,2,JX000264,PX000057,412,66,9,17,12,212,0,0,632
30/05/2018 18:02,2,JX000265,PX000078,768,71,12,68,21,260,0,0,987
17/05/2018 07:46,2,JX000266,PX000100,348,65,3,4,12,201,0,0,445
14/07/2018 03:32,2,JX000267,PX000063,381,63,1,35,14,195,0,0,491
03/06/2018 19:24,2,JX000268,PX000047,335,59,34,157,9,144,0,0,513
30/06/2018 16:02,2,JX000269,PX000069,342,77,2,4,8,42,0,0,441
14/05/2018 04:38,2,JX000270,PX000109,778,46,1,2,11,148,0,0,1201
18/05/2018 07:11,2,JX000271,PX000052,770,78,7,47,13,109,0,0,990
13/05/2018 05:38,2,JX000272,PX000097,350,71,1,2,13,113,0,0,445
03/06/2018 07:47,2,JX000273,PX000106,322,72,2,16,12,141,0,0,499
17/06/2018 01:29,2,JX000274,PX000019,689,64,28,172,13,246,0,0,888
18/06/2018 00:47,2,JX000275,PX000050,767,77,3,5,28,193,0,0,993
01/06/2018 07:38,2,JX000276,PX000083,663,73,14,84,11,156,0,0,852
02/06/2018 09:09,2,JX000277,PX000078,733,78,12,56,11,102,0,0,943
27/05/2018 10:32,2,JX000278,PX000074,779,42,7,42,14,148,0,0,997
20/07/2018 11:32,2,JX000279,PX000041,346,74,1,10,9,114,0,0,446
26/05/2018 23:37,2,JX000280,PX000104,334,78,1,0,8,137,0,0,509
20/07/2018 23:11,2,JX000281,PX000098,343,64,3,5,10,205,0,0,442
